2020.3.15,8.5,22.6,8,6.2,0,3.6,17.29,3.1
2020.3.16,9.1,18.5,8.3,6.1,0,2.8,21.18,1
2020.3.17,10,56,11.1,7.5,0,2.1,6.89,4.8
2020.3.18,10,48.7,10.7,9.8,0,1.8,20.66,0
2020.3.19,10,72.5,11.9,9.9,0,4.8,15.51,3.4
2020.3.20,10,48.4,10.7,9.9,0,3.1,20.58,0.4
2020.3.21,9.9,58.1,11.1,13.9,0,2,14.83,6.9
2020.3.22,10,90.4,12.9,13.6,0,3,22.54,0.1
2020.3.23,10,46.2,10.6,12.6,0,1.9,20.72,0
2020.3.24,10,33.4,9.9,13.2,0,1.8,21.06,0
2020.3.25,9.9,33.7,9.8,13.9,0,1.9,19.29,4
2020.3.26,9.7,47.6,10.3,13.5,1.8,1.9,11.97,6.9
2020.3.27,10,29.9,9.7,14.4,2,3.3,17.04,5.1
2020.3.28,10,15.8,8.8,10.8,0,3.2,19.87,5.1
2020.3.29,10,32.9,9.8,11.8,0,2,23.12,1.5
2020.3.30,10,33.1,9.9,13.3,0,1.8,22.73,0.9
2020.5.1,26.1,55.2,26.7,25.7,0,2.7,18.96,6.6
2020.5.2,23.5,70.4,25.3,22.7,0,2.3,9.43,9
2020.5.3,27.3,49,27.3,26.7,0,2,19.41,7
2020.5.4,25.1,53.8,25.6,28.9,0,2.7,25.42,3.4
2020.5.5,19.3,64.7,20.7,17.1,0,1.9,9.41,5.4
2020.5.6,27.3,25.5,24.9,26.5,0,2.1,28.51,1.8
2020.5.7,26.5,21.4,23.6,25.7,0,2.5,23.93,6.8
2020.5.8,27.2,14.2,23.1,27.3,2.3,2.4,23.26,7.4
2020.5.9,16.7,96.3,20.1,15.1,24.4,3.6,3,10
2020.5.10,16.5,83.5,19.1,15.7,1.3,2.5,6.77,9
2020.5.11,20.8,45.5,20.8,20.2,3.4,3,22.98,8.1
2020.5.12,18.9,61.1,20,17.6,0.7,2.9,13.6,3.3
2020.5.13,21.2,35.2,20.3,20.5,0,2.8,29.7,0.6
2020.5.14,25.2,23.5,22.7,21.8,0,2,20.64,8.3
2020.5.15,19.2,50.6,19.6,15.9,12,3,3.43,10
2020.5.16,20.3,76.9,22.5,18.3,2.5,1.6,7.6,9.5
2020.5.17,24.8,60.5,25.8,21.2,0,1.7,15.26,7.1
2020.5.18,26.7,52.5,27,21.6,29.8,2.4,14.07,8.5
2020.5.19,16.1,78.9,18.4,16.1,19,3.2,15.29,7.6
2020.5.20,20.1,48.5,20.3,17.3,0,1.9,20.91,6
2020.5.21,22.9,44,22.6,20.5,0,2.1,24.35,4.8
2020.5.22,22.5,59.4,23.5,20,0,1.9,13.07,8.6
2020.5.23,24.9,48,24.9,23.3,0,2.2,23.24,7.4
2020.5.24,20.2,75.5,22.3,19,14.5,2.9,10.59,8.4
2020.5.25,21.3,68.4,22.9,20.3,0,2.1,16.88,8.1
2020.5.26,22.4,58.6,23.3,19.2,1.5,2.1,18.49,7.8
2020.5.27,23.5,51,23.8,21.4,0,2.6,30.06,1.5
2020.5.28,23.4,45.9,23.3,20.5,0,1.9,22.83,3.9
2020.5.29,27.5,40.2,26.7,24.3,0,2,28.09,1.3
2020.5.30,30,31.6,28.1,27.6,0,1.9,26.5,1.1
2020.5.31,27.9,42.9,27.3,25.7,1,2.3,19.15,8.5
2020.6.1,24.4,39.9,23.7,26.6,0.4,3.4,30.35,3.8
2020.6.2,21.6,52.7,22.1,18.3,2,2.2,5.89,9.3
2020.6.3,28.2,51.1,28.4,27.1,0,2.4,24.64,5.8
2020.6.4,26.5,60.3,27.5,26.8,0.2,2.7,19.77,8.4
2020.6.5,28.7,48.5,28.6,29.8,0,1.8,23.36,5.5
