2019-03-01-00-00-00,뮤지컬,0.47,1187,11.03,27866,58.42,147592,26.16,66091,2.94,7428,0.98,2476,0.39,985,10.76,27184,51.27,129529,32.42,81906,3.83,9676,1.34,3385,24,60634,0.49,1238,11.11,28068,60.62,153150,24.24,61240,2.67,6745,0.86,2173,76,192006,28,252640
2019-03-01-00-00-00,발레/무용,0.92,56,17.07,1047,39.16,2403,35.62,2186,4.75,291,2.48,152,0,0,9.96,611,26.41,1621,46.75,2869,7.36,452,9.52,584,16,982,1.1,67,18.46,1133,41.66,2556,33.45,2052,4.23,260,1.1,67,84,5154,13,6136
2019-03-01-00-00-00,스포츠,0.22,35,39.09,6164,30.45,4801,22.46,3541,6.7,1056,1.08,170,0,0,34.09,5375,35.45,5590,21.82,3441,8.18,1290,0.45,71,48,7569,0.41,65,43.62,6878,25.93,4089,23.05,3635,5.35,844,1.65,260,52,8199,11,15768
2019-03-01-00-00-00,연극,1.55,13122,45.72,387052,30.97,262183,15.31,129610,5.24,44360,1.22,10328,1.13,9566,41.28,349464,35.39,299601,15.08,127663,5.47,46307,1.64,13884,37,313231,1.8,15238,48.31,408978,28.37,240172,15.44,130710,5.1,43175,0.98,8296,63,533339,38,846570
2019-03-01-00-00-00,오페라,0,0,20.38,13336,29.62,19382,30.38,19879,13.85,9063,5.77,3776,0,0,21.05,13774,26.32,17223,25,16359,14.47,9469,13.16,8611,30,19631,0,0,20.11,13159,30.98,20272,32.61,21339,13.59,8893,2.72,1780,70,45805,19,65436
2019-03-01-00-00-00,전시/행사,1.86,12873,30.89,213796,39.97,276640,23.14,160157,3.31,22909,0.83,5745,2.08,14396,27.44,189918,40.34,279201,24.47,169362,4.3,29761,1.38,9551,24,166109,1.79,12389,31.99,221409,39.85,275810,22.72,157250,3,20764,0.65,4499,76,526011,26,692120
2019-03-01-00-00-00,체험,2.82,12724,39.05,176190,34.56,155931,19.19,86583,3.26,14709,1.13,5098,1.42,6407,34.1,153856,34.93,157601,23.15,104450,4.36,19672,2.03,9159,33,148893,3.52,15882,41.53,187379,34.38,155119,17.2,77605,2.7,12182,0.67,3023,67,302297,33,451190
2019-03-01-00-00-00,콘서트,4.35,11476,34.32,90543,32.89,86771,21.07,55587,5.89,15539,1.48,3905,4.53,11951,33.97,89620,33.96,89594,18.78,49546,6.7,17676,2.06,5435,33,87061,4.27,11265,34.5,91018,32.37,85399,22.18,58515,5.49,14484,1.2,3166,67,176760,24,263821
2019-03-01-00-00-00,클래식,1.97,1450,35.7,26273,33.36,24551,20.69,15226,6.45,4747,1.83,1347,2.13,1568,32.93,24234,34.44,25345,20.1,14792,7.99,5880,2.42,1781,28,20606,1.9,1398,36.83,27104,32.92,24227,20.92,15396,5.83,4290,1.59,1170,71,52251,36,73593
2019-05-01-00-00-00,강좌,1.18,4963,33.35,140279,34.58,145453,23.23,97712,5.99,25196,1.66,6982,0.89,3744,26.08,109700,35.97,151300,27.44,115420,7.45,31337,2.17,9128,38,159839,1.36,5721,37.84,159166,33.72,141836,20.64,86818,5.09,21410,1.34,5636,62,260789,39,420628
2019-05-01-00-00-00,구기스포츠,1.19,2444,13.95,28651,31.45,64592,44.21,90798,8.31,17067,0.89,1828,1.29,2649,16.81,34524,34.48,70815,37.07,76134,9.91,20353,0.43,883,69,141712,0.95,1951,7.62,15650,24.76,50852,60,123228,4.76,9776,1.9,3902,31,63668,34,205380
2019-05-01-00-00-00,국내숙박,0.45,13193,16.24,476124,41.16,1206729,32.99,967201,7.38,216367,1.79,52479,0.51,14952,14.22,416902,38,1114084,35,1026130,9.52,279107,2.75,80625,33,967494,0.43,12607,17.23,505149,42.71,1252172,31.99,937883,6.32,185290,1.31,38407,67,1964306,39,2931800
2019-05-01-00-00-00,국내여행,0.6,8385,16.22,226679,33.49,468033,32.24,450564,13.54,189226,3.91,54643,0.6,8385,12.95,180980,32.13,449026,34.45,481449,14.37,200825,5.5,76864,36,503111,0.6,8385,18.02,251835,34.25,478654,31.02,433514,13.09,182937,3.02,42205,64,894419,40,1397530
2019-05-01-00-00-00,국악/전통예술,3.92,1913,32.35,15790,27.25,13301,28.24,13784,7.06,3446,1.18,576,2.27,1108,26.14,12759,30.68,14975,29.55,14423,9.09,4437,2.27,1108,17,8298,4.27,2084,33.65,16425,26.54,12954,27.96,13647,6.64,3241,0.95,464,83,40512,27,48810
2019-05-01-00-00-00,뮤지컬,0.85,2223,14.09,36849,52.75,137954,28.21,73776,3.22,8421,0.88,2301,0.67,1752,13.35,34913,48.08,125741,32.07,83871,4.61,12056,1.22,3191,24,62766,0.9,2354,14.32,37450,54.21,141772,27.01,70638,2.79,7297,0.77,2014,76,198758,30,261524
2019-05-01-00-00-00,발레/무용,1.76,89,20.16,1022,34.64,1757,34.83,1766,7.24,367,1.37,69,0,0,21.98,1115,29.67,1505,29.67,1505,15.38,780,3.3,167,18,913,2.14,109,19.76,1002,35.71,1811,35.95,1823,5.48,278,0.95,48,82,4158,14,5071
2019-05-01-00-00-00,스포츠,0.48,97,31.9,6437,34.29,6920,20.95,4228,8.1,1635,4.29,866,0,0,26.27,5301,38.98,7866,21.19,4276,8.47,1709,5.08,1025,56,11301,1.09,220,39.13,7896,28.26,5703,20.65,4167,7.61,1536,3.26,658,44,8879,8,20180
2019-05-01-00-00-00,아웃도어스포츠,0.34,708,27.17,56606,38.44,80086,28.2,58752,4.18,8709,1.66,3458,0.54,1125,20.89,43522,38.08,79336,32.75,68231,5.33,11105,2.39,4979,53,110420,0.12,250,34.14,71127,38.84,80919,23.16,48252,2.9,6042,0.84,1750,47,97920,36,208340
2019-05-01-00-00-00,연극,2.26,24379,45.98,495995,28.16,303768,17.12,184677,5.38,58035,1.1,11866,1.25,13484,40.81,440226,33.81,364715,16.88,182088,5.85,63105,1.39,14994,36,388339,2.83,30528,48.88,527278,24.99,269572,17.25,186079,5.12,55230,0.93,10032,64,690381,38,1078720
2019-05-01-00-00-00,오페라,0,0,10.98,6889,39.02,24483,36.59,22958,7.93,4976,5.49,3445,0,0,13.16,8257,50,31373,31.58,19815,2.63,1650,2.63,1650,23,14431,0,0,10.32,6475,35.71,22406,38.1,23906,9.52,5973,6.35,3984,77,48314,19,62745
2019-05-01-00-00-00,전시/행사,2.95,21056,30.98,221120,37.1,264801,24.67,176082,3.47,24767,0.82,5853,2.32,16559,27.7,197709,38.68,276079,24.92,177867,4.85,34617,1.52,10849,25,178438,3.16,22555,32.08,228971,36.58,261090,24.58,175440,3.01,21484,0.59,4211,75,535313,31,713750
2019-05-01-00-00-00,체험,2.97,16629,36.86,206375,35.42,198313,20.73,116065,3.1,17357,0.92,5151,1.65,9238,31.57,176757,36.72,205591,24.86,139188,3.94,22060,1.25,6999,32,179164,3.59,20100,39.33,220204,34.82,194953,18.8,105259,2.71,15173,0.76,4255,68,380725,35,559889
2019-05-01-00-00-00,콘서트,2.18,18743,33,283720,34.74,298680,20.63,177368,7.34,63106,2.1,18055,2.38,20462,29.01,249416,35.85,308223,20.43,175648,8.98,77206,3.36,28888,32,275122,2.09,17969,34.87,299797,34.22,294209,20.72,178142,6.58,56572,1.52,13068,68,584635,27,859757
2019-05-01-00-00-00,클래식,3.39,4029,31.15,37023,31.89,37903,25.42,30213,6.09,7238,2.06,2448,2.86,3399,32.08,38128,31.28,37178,22.7,26980,7.94,9437,3.13,3720,26,30902,3.57,4243,30.83,36643,32.1,38152,26.37,31342,5.44,6466,1.68,1997,74,87952,38,118854
2019-10-01-00-00-00,강좌,0.75,3678,43.34,212539,31.56,154770,19.1,93666,4.34,21283,0.91,4463,0.8,3923,35.16,172425,32.04,157124,25.33,124218,5.33,26138,1.33,6522,39,191256,0.71,3482,48.61,238383,31.25,153250,15.07,73903,3.71,18194,0.64,3139,61,299144,39,490400
2019-10-01-00-00-00,구기스포츠,1.62,3147,13,25253,31.88,61927,41.19,80012,10.73,20843,1.58,3069,2.14,4157,12.16,23621,32.11,62374,40.82,79293,11.07,21503,1.7,3302,74,143745,0.16,311,15.37,29856,31.21,60625,42.24,82051,9.78,18998,1.24,2409,26,50505,34,194250
2019-10-01-00-00-00,국내숙박,0.59,19443,15.84,522001,40.53,1335650,32.52,1071684,8.41,277148,2.11,69534,0.57,18784,13.72,452137,36.99,1218991,34.52,1137593,10.76,354591,3.43,113034,32,1054547,0.6,19773,16.86,555615,42.23,1391673,31.56,1040047,7.29,240239,1.47,48443,68,2240913,39,3295460
2019-10-01-00-00-00,국내여행,0.63,8919,14.51,205412,31.4,444517,32.84,464903,15.86,224524,4.76,67385,0.55,7786,11.01,155864,29.6,419035,34.69,491092,17.13,242503,7.01,99238,33,467168,0.67,9485,16.19,229195,32.27,456833,31.95,452303,15.25,215888,3.67,51955,67,948492,40,1415660
2019-10-01-00-00-00,국악/전통예술,5.7,3273,26.51,15223,32.47,18646,22.97,13191,8.46,4858,3.89,2234,1.36,781,22.37,12846,40,22970,18.31,10515,10.85,6231,7.12,4089,25,14356,7.18,4123,27.93,16039,29.9,17170,24.57,14109,7.65,4393,2.78,1596,75,43069,36,57425
2019-10-01-00-00-00,뮤지컬,1.1,7013,11.69,74527,57.25,364986,26.29,167607,2.77,17660,0.9,5738,0.81,5164,9.74,62095,51.18,326288,32.9,209747,3.95,25182,1.41,8989,23,146632,1.19,7587,12.26,78161,59.02,376270,24.35,155239,2.42,15428,0.75,4781,77,490898,38,637530
2019-10-01-00-00-00,발레/무용,1.41,1295,21.57,19808,38.05,34942,32.44,29791,5,4592,1.53,1405,0,0,17.03,15639,36.08,33133,33.7,30948,10.44,9587,2.75,2525,16,14693,1.68,1543,22.46,20626,38.43,35291,32.2,29570,3.94,3618,1.29,1185,84,77140,39,91833
2019-10-01-00-00-00,스포츠,2.87,40647,22.58,319794,41.22,583788,25.81,365540,5.73,81152,1.79,25351,2.46,34840,24.63,348828,43.84,620894,22.66,320927,5.42,76762,0.99,14021,73,1033879,3.95,55943,17.11,242324,34.21,484507,34.21,484507,6.58,93191,3.95,55943,27,382394,15,1416273
2019-10-01-00-00-00,아웃도어스포츠,0.65,1066,24.61,40368,44.26,72600,24.91,40860,4.11,6742,1.45,2378,0.44,722,20.17,33085,43.19,70845,29.12,47766,4.81,7890,2.27,3723,51,83655,0.87,1427,29.3,48061,45.39,74453,20.47,33577,3.38,5544,0.58,951,49,80375,37,164030
2019-10-01-00-00-00,연극,2.98,27978,46.18,433566,27.15,254900,17.66,165803,4.81,45159,1.22,11454,1.46,13707,42,394321,31.96,300060,18.13,170215,4.74,44502,1.71,16055,35,328601,3.8,35677,48.46,454972,24.54,230396,17.41,163456,4.84,45441,0.96,9013,65,610259,38,938860
2019-10-01-00-00-00,오페라,1.42,1311,31.21,28817,31.33,28928,25.21,23277,8.9,8218,1.93,1782,0.21,194,29.14,26906,33.33,30774,21.8,20128,13.21,12197,2.31,2133,31,28623,1.96,1810,32.12,29657,30.45,28115,26.72,24671,6.98,6445,1.77,1634,69,63709,31,92332
2019-10-01-00-00-00,전시/행사,2.78,33589,30.86,372857,36.79,444504,24.64,297705,3.63,43858,1.3,15707,2.18,26339,28.46,343859,38.17,461178,24.11,291302,5.35,64640,1.71,20661,25,302055,2.98,36005,31.66,382522,36.33,438946,24.81,299759,3.06,36972,1.17,14136,75,906165,36,1208220
2019-10-01-00-00-00,체험,3.23,28205,31.87,278292,34.57,301869,25.08,219001,4.2,36675,1.06,9256,1.88,16416,29.98,261788,34.33,299773,26.82,234195,5.18,45232,1.81,15805,28,244499,3.78,33007,32.64,285016,34.67,302742,24.37,212801,3.8,33182,0.76,6636,71,619979,38,873210
2019-10-01-00-00-00,콘서트,3.65,28616,29.46,230969,33.74,264525,23.59,184948,7.79,61074,1.77,13877,3.3,25872,29.21,229009,36.42,285536,21.31,167073,7.45,58409,2.32,18189,33,258723,3.82,29949,29.59,231989,32.41,254098,24.71,193729,7.96,62407,1.5,11760,67,525287,38,784010
2019-10-01-00-00-00,클래식,4.45,5105,29.63,33994,31.11,35693,24.78,28430,7.85,9006,2.19,2513,2.72,3121,28.92,33180,33.26,38159,21.27,24403,10.26,11771,3.57,4096,28,32124,5.12,5874,29.9,34304,30.28,34740,26.13,29979,6.92,7939,1.66,1905,72,82606,40,114730
2019-09-01-00-00-00,강좌,1.03,5571,45.83,247876,30.15,163069,17.62,95300,4.34,23473,1.02,5517,0.87,4705,36.86,199361,32.06,173400,23.7,128184,5.09,27530,1.42,7680,37,200118,1.13,6112,51.2,276920,29.01,156903,13.98,75612,3.89,21039,0.78,4219,63,340742,39,540860
2019-09-01-00-00-00,구기스포츠,0.91,1612,11.96,21187,33.88,60018,42.37,75058,9.87,17485,1,1772,1.15,2037,10.96,19416,35.37,62658,42.46,75218,9.45,16741,0.61,1081,72,127548,0.31,549,14.51,25704,30.09,53304,42.13,74633,10.96,19416,2.01,3561,28,49602,34,177150
2019-09-01-00-00-00,국내숙박,0.52,14801,17.36,494114,40.55,1154167,31.79,904832,7.82,222579,1.96,55787,0.54,15370,15.26,434342,37.57,1069347,33.45,952081,10.09,287190,3.09,87950,32,910810,0.51,14516,18.35,522292,41.95,1194014,31.02,882916,6.75,192124,1.42,40417,68,1935470,39,2846280
2019-09-01-00-00-00,국내여행,0.57,6275,16.35,179996,33.05,363844,31.78,349863,14.03,154455,4.22,46458,0.55,6055,13.14,144657,31.1,342377,34.14,375844,15.13,166565,5.94,65393,33,363294,0.58,6385,17.97,197830,34.03,374633,30.59,336762,13.47,148290,3.36,36990,67,737596,40,1100890
2019-09-01-00-00-00,국악/전통예술,4.07,1412,28.75,9975,31.56,10950,26.14,9070,7.07,2453,2.42,840,3.39,1176,25.08,8702,31.86,11054,26.78,9292,8.14,2824,4.75,1648,28,9715,4.34,1506,30.22,10485,31.44,10909,25.88,8980,6.64,2304,1.49,517,71,24635,35,34697
2019-09-01-00-00-00,뮤지컬,0.86,3346,12.46,48476,56.58,220124,26.1,101542,2.99,11633,1.01,3929,0.75,2918,11.11,43223,49.37,192074,33.33,129670,3.94,15329,1.5,5836,24,93372,0.9,3501,12.88,50110,58.84,228917,23.83,92711,2.7,10504,0.86,3346,76,295678,36,389050
2019-09-01-00-00-00,발레/무용,2.22,618,20.87,5805,39.36,10948,29.66,8250,6.9,1919,0.99,275,0.88,245,14.04,3905,42.54,11833,25.88,7199,13.16,3661,3.51,976,19,5285,2.53,704,22.45,6245,38.62,10743,30.54,8495,5.46,1519,0.4,111,81,22531,36,27816
2019-09-01-00-00-00,스포츠,3.7,786,30.56,6493,28.7,6098,25.93,5509,8.33,1770,2.78,591,3.45,733,27.59,5862,34.48,7326,24.14,5129,5.17,1098,5.17,1098,54,11473,4,850,34,7224,22,4674,28,5949,12,2550,0,0,46,9774,13,21247
2019-09-01-00-00-00,아웃도어스포츠,0.21,409,26.01,50639,46.17,89888,22.98,44740,3.56,6931,1.06,2064,0.3,584,18.5,36018,48.18,93802,27.8,54124,3.85,7496,1.37,2667,52,101239,0.11,214,34.32,66818,43.96,85586,17.65,34363,3.25,6327,0.71,1382,48,93451,37,194690
2019-09-01-00-00-00,연극,2.09,18545,48.88,433732,28.18,250052,15.35,136207,4.52,40108,0.97,8607,1.15,10204,44.06,390962,32.72,290338,16.04,142329,4.8,42592,1.22,10826,36,319442,2.62,23248,51.61,457956,25.61,227248,14.95,132657,4.37,38777,0.83,7365,64,567898,38,887340
2019-09-01-00-00-00,오페라,0.85,543,21.96,14039,30.06,19217,33.05,21128,12.15,7767,1.92,1227,0.75,479,17.29,11053,29.32,18744,31.58,20188,17.29,11053,3.76,2404,28,17900,0.89,569,23.81,15221,30.36,19409,33.63,21499,10.12,6470,1.19,761,72,46028,23,63928
2019-09-01-00-00-00,전시/행사,2.47,22630,32.09,294002,37.47,343293,23.02,210905,4.03,36922,0.92,8429,2.17,19881,29.38,269174,37.48,343384,23.26,213103,5.99,54879,1.72,15758,25,229045,2.57,23546,32.99,302248,37.46,343201,22.94,210172,3.37,30875,0.65,5955,75,687135,36,916180
2019-09-01-00-00-00,체험,2.57,17210,37.43,250654,33.85,226680,21.77,145785,3.33,22300,1.04,6964,1.59,10648,35.57,238198,33.17,222126,23.27,155830,4.87,32612,1.53,10246,31,207595,3.01,20157,38.28,256346,34.16,228756,21.09,141231,2.64,17679,0.82,5491,69,462065,38,669660
2019-09-01-00-00-00,콘서트,4.06,18896,31.32,145768,35.88,166991,21.78,101367,5.6,26063,1.37,6376,3.82,17779,30.08,139997,36.93,171878,21.03,97877,6.24,29042,1.9,8843,34,158241,4.18,19454,31.94,148654,35.34,164478,22.15,103089,5.27,24527,1.11,5166,66,307174,31,465415
2019-09-01-00-00-00,클래식,2.64,2141,28.91,23448,35.86,29085,24.14,19579,6.28,5094,2.18,1768,2.38,1930,29.51,23935,35.97,29175,20.47,16603,7.88,6391,3.79,3074,26,21088,2.73,2214,28.7,23278,35.81,29045,25.46,20650,5.7,4623,1.59,1290,74,60020,40,81108
2020-01-01-00-00-00,뮤지컬,0.52,1261,10.44,25320,48.54,117724,33.48,81199,5.5,13339,1.51,3662,20,48506,0.64,1552,10.02,24302,58.13,140983,27.34,66308,3.13,7591,0.73,1770,80,194024,0.62,1504,10.11,24520,56.2,136302,28.58,69315,3.61,8755,0.89,2159,8,242530
2020-01-01-00-00-00,콘서트,4.98,7755,37.27,58037,36.11,56230,15.13,23560,5.13,7988,1.38,2149,37,57616,5.54,8627,33.3,51855,34.56,53817,20.61,32094,4.94,7693,1.05,1635,63,98104,5.34,8315,34.77,54144,35.14,54720,18.57,28917,5.01,7802,1.17,1822,6,155720
2020-01-01-00-00-00,연극,1.31,8723,44.85,298634,33.22,221195,14.41,95949,4.72,31428,1.48,9855,32,213072,3.37,22439,51.06,339983,25.34,168726,14.38,95749,4.81,32027,1.03,6858,68,452778,2.71,18045,49.05,326599,27.89,185706,14.39,95816,4.78,31828,1.18,7857,14,665850
2020-01-01-00-00-00,전시/행사,2.08,6017,23.76,68728,41.83,120997,27.25,78823,3.87,11194,1.21,3500,19,54959,3.08,8909,26.18,75728,43.56,126002,24.57,71071,2.13,6161,0.48,1388,81,234301,2.89,8360,25.72,74398,43.23,125047,25.08,72546,2.46,7116,0.62,1793,5,289260
2020-01-01-00-00-00,클래식,2.33,997,27.56,11790,32.76,14015,24.82,10618,8.59,3675,3.94,1686,28,11978,2.27,971,24.9,10652,34.78,14879,30.78,13168,5.61,2400,1.66,710,72,30802,2.28,975,25.64,10969,34.21,14635,29.12,12458,6.44,2755,2.3,984,12,42780
2020-01-01-00-00-00,오페라,3.61,2775,21.69,16673,30.12,23153,24.1,18526,15.66,12038,4.82,3705,28,21524,2.35,1806,16.43,12630,35.21,27066,26.29,20209,16.9,12991,2.82,2168,72,55346,2.7,2075,17.91,13767,33.78,25967,25.68,19740,16.55,12722,3.38,2598,4,76870
2020-01-01-00-00-00,발레/무용,0,0,14.09,94,34.9,234,34.9,234,10.74,72,5.37,36,12,80,1.58,11,12.68,85,44.37,297,38.73,259,2.38,16,0.26,2,88,590,1.4,9,12.84,86,43.27,290,38.29,257,3.35,22,0.86,6,2,670
2020-01-01-00-00-00,국악/전통예술,1.21,130,11.37,1226,32.65,3520,33.01,3558,14.51,1564,7.26,783,26,2803,0.46,50,12.91,1392,40.9,4409,37.15,4005,6.96,750,1.62,175,74,7977,0.65,70,12.52,1350,38.79,4182,36.09,3891,8.89,958,3.07,331,6,10780
2020-01-01-00-00-00,스포츠,1.75,501,25.44,7276,25.15,7193,43.57,12461,3.22,921,0.88,252,42,12012,0.43,123,17.7,5062,33.48,9575,45.2,12927,2.99,855,0.21,60,57,16302,0.99,283,20.96,5995,29.96,8569,44.51,12730,3.08,881,0.49,140,1,28600
2020-01-01-00-00-00,국내여행,1.18,13035,15.99,176638,28.23,311851,33.91,374597,15.09,166696,5.6,61862,34,375591,1.44,15907,21.64,239053,31.13,343887,31.81,351399,11.55,127591,2.43,26844,66,729089,1.35,14913,19.75,218174,30.15,333061,32.51,359131,12.73,140626,3.49,38553,20,1104680
2020-01-01-00-00-00,국내숙박,1.09,59048,17.5,948015,36.7,1988123,33.07,1791478,9.13,494593,2.51,135972,33,1787686,0.97,52547,21.18,1147369,40.28,2182060,30.23,1637629,6.15,333160,1.18,63923,67,3629544,1.01,54714,19.97,1081821,39.1,2118137,31.17,1688551,7.13,386248,1.62,87759,29,5417230
2020-01-01-00-00-00,체험,2.48,429,39.97,6907,33.25,5746,19.33,3340,3.74,646,1.24,214,30,5184,5.17,893,39.31,6793,35.76,6179,16.91,2922,2.23,385,0.62,107,70,12096,4.37,755,39.51,6827,35.01,6050,17.63,3046,2.68,463,0.81,140,1,17280
2020-01-01-00-00-00,강좌,1.35,40190,21.19,630828,41.88,1246772,28.88,859760,5.86,174453,0.84,25007,42,1250344,1.25,37213,28.98,862737,40.16,1195567,24.51,729665,4.36,129798,0.73,21732,57,1696896,1.29,38403,25.73,765985,40.88,1217002,26.33,783847,4.99,148553,0.78,23221,10,2977010
2020-02-01-00-00-00,뮤지컬,0.48,582,10.15,12297,49.22,59630,33.73,40864,4.87,5900,1.54,1866,22,26653,0.64,775,10.77,13048,57.63,69819,27.11,32844,2.96,3586,0.89,1078,78,94497,0.6,727,10.63,12878,55.75,67541,28.59,34637,3.39,4107,1.04,1260,8,121150
2020-02-01-00-00-00,콘서트,4.43,3405,35.78,27501,36.15,27785,16.41,12613,5.66,4350,1.57,1207,37,28438,5.28,4058,32.61,25064,33.66,25871,22.24,17094,5.13,3943,1.07,822,63,48422,4.97,3820,33.77,25956,34.58,26578,20.11,15457,5.33,4097,1.25,961,6,76860
2020-02-01-00-00-00,연극,0.95,3110,43.31,141771,34.65,113423,14.88,48708,4.64,15189,1.57,5139,34,111296,2.76,9035,50.18,164259,25.81,84486,14.99,49068,5.3,17349,0.96,3142,66,216044,2.15,7038,47.88,156730,28.77,94176,14.95,48937,5.08,16629,1.17,3830,14,327340
2020-02-01-00-00-00,전시/행사,1.88,3365,22.98,41132,41.15,73654,28.42,50869,4.26,7625,1.32,2363,21,37588,3.13,5602,28.25,50565,42.25,75623,23.62,42277,2.2,3938,0.55,984,79,141402,2.87,5137,27.15,48596,42.02,75212,24.61,44049,2.63,4707,0.71,1271,5,178990
2020-02-01-00-00-00,클래식,3.04,890,27.44,8034,33.92,9931,22.19,6497,9.56,2799,3.84,1124,28,8198,2.68,785,29.68,8690,33.93,9934,26.64,7800,5.04,1476,2.04,597,71,20787,2.78,814,29.04,8502,33.93,9934,25.37,7428,6.33,1853,2.55,747,12,29278
2020-02-01-00-00-00,오페라,3.87,1522,10.32,4060,28.39,11169,29.68,11676,23.87,9390,3.87,1522,35,13769,0.69,271,22.15,8714,24.57,9666,38.41,15110,10.73,4221,3.46,1361,65,25571,1.8,708,18.02,7089,25.9,10189,35.36,13911,15.32,6027,3.6,1416,4,39340
2020-02-01-00-00-00,발레/무용,0,0,9.33,33,28.5,100,52.33,183,5.7,20,4.15,15,15,53,1.51,5,13.42,47,41.87,147,35.56,124,6.58,23,1.07,4,85,298,1.29,5,12.82,45,39.91,140,38.01,133,6.45,23,1.52,5,1,350
2020-02-01-00-00-00,국악/전통예술,0.75,39,3.46,179,11.55,598,29.93,1549,31.7,1640,22.62,1171,48,2484,0.88,46,11.8,611,28.49,1474,28.38,1469,21.58,1117,8.86,459,52,2691,0.82,42,7.77,402,20.3,1051,29.13,1507,26.47,1370,15.51,803,6,5175
2020-02-01-00-00-00,스포츠,2.05,577,32.42,9129,28.33,7978,30.72,8651,4.78,1346,1.71,482,44,12390,0.81,228,34.59,9741,28.92,8144,29.46,8296,5.41,1523,0.81,228,56,15770,1.36,383,33.63,9470,28.66,8071,30.02,8454,5.13,1445,1.21,341,1,28160
2020-02-01-00-00-00,국내여행,0.79,6022,14.86,113282,28.12,214367,34,259192,15.81,120524,6.42,48942,33,251569,0.95,7242,19.26,146825,30.74,234340,32.31,246309,13.66,104134,3.08,23480,67,510761,0.9,6861,17.82,135847,29.88,227784,32.86,250502,14.37,109547,4.17,31789,20,762330
2020-02-01-00-00-00,국내숙박,0.73,18607,15.01,382600,35.89,914825,35.52,905394,10.14,258466,2.71,69077,33,841160,0.6,15294,18.19,463658,39.99,1019333,33.14,844729,6.8,173330,1.27,32372,67,1707810,0.64,16313,17.15,437148,38.65,985177,33.92,864611,7.89,201114,1.74,44352,29,2548970
2020-02-01-00-00-00,체험,2.94,393,37.92,5066,30.83,4119,23.4,3126,3.92,524,0.98,131,32,4275,5.78,772,40.08,5355,33,4409,17.55,2345,2.95,394,0.65,87,68,9085,4.88,652,39.39,5263,32.31,4317,19.41,2593,3.26,436,0.76,102,1,13360
2020-02-01-00-00-00,강좌,1.05,15666,19.99,298243,40.17,599320,30.89,460866,6.82,101752,1.07,15964,40,596784,0.91,13577,31.32,467282,37.42,558291,25.05,373736,4.72,70421,0.58,8653,60,895176,0.96,14323,26.8,399845,38.52,574703,27.38,408499,5.56,82953,0.78,11637,10,1491960
2020-03-01-00-00-00,뮤지컬,0.39,358,10.76,9876,51.27,47056,32.42,29755,3.83,3515,1.34,1230,24,22027,0.49,450,11.11,10197,60.62,55637,24.24,22247,2.67,2451,0.86,789,76,69753,0.47,431,11.03,10123,58.42,53618,26.16,24010,2.94,2698,0.98,899,8,91780
2020-03-01-00-00-00,콘서트,4.53,1357,33.97,10174,33.96,10171,18.78,5625,6.7,2007,2.06,617,33,9884,4.27,1279,34.5,10333,32.37,9695,22.18,6643,5.49,1644,1.2,359,67,20067,4.35,1303,34.32,10279,32.89,9851,21.07,6310,5.89,1764,1.48,443,6,29950
2020-03-01-00-00-00,연극,1.13,2182,41.28,79720,35.39,68345,15.08,29122,5.47,10564,1.64,3167,37,71454,1.8,3476,48.31,93296,28.37,54788,15.44,29818,5.1,9849,0.98,1893,63,121666,1.55,2993,45.72,88294,30.97,59809,15.31,29567,5.24,10119,1.22,2356,14,193120
2020-03-01-00-00-00,전시/행사,2.08,2403,27.44,31701,40.34,46605,24.47,28270,4.3,4968,1.38,1594,24,27727,1.79,2068,31.99,36958,39.85,46039,22.72,26248,3,3466,0.65,751,76,87803,1.86,2149,30.89,35687,39.97,46177,23.14,26734,3.31,3824,0.83,959,5,115530
2020-03-01-00-00-00,클래식,2.13,740,32.93,11440,34.44,11964,20.1,6983,7.99,2776,2.42,841,28,9727,1.9,660,36.83,12795,32.92,11436,20.92,7268,5.83,2025,1.59,552,71,24665,1.97,684,35.7,12402,33.36,11589,20.69,7188,6.45,2241,1.83,636,12,34740
2020-03-01-00-00-00,오페라,0,0,21.05,6719,26.32,8401,25,7980,14.47,4619,13.16,4201,30,9576,0,0,20.11,6419,30.98,9889,32.61,10409,13.59,4338,2.72,868,70,22344,0,0,20.38,6505,29.62,9455,30.38,9697,13.85,4421,5.77,1842,4,31920
2020-03-01-00-00-00,발레/무용,0,0,9.96,29,26.41,77,46.75,136,7.36,21,9.52,28,16,46,1.1,3,18.46,54,41.66,121,33.45,97,4.23,12,1.1,3,84,244,0.92,3,17.07,50,39.16,114,35.62,103,4.75,14,2.48,7,1,290
2020-03-01-00-00-00,국악/전통예술,0.54,22,7.3,301,17.04,704,29.26,1208,27.42,1132,18.44,762,43,1776,0.97,40,14.24,588,26.42,1091,29.13,1203,21.2,876,8.05,332,56,2313,0.79,33,11.27,465,22.4,925,29.18,1205,23.86,985,12.5,516,5,4130
2020-03-01-00-00-00,스포츠,0,0,34.09,9787,35.45,10178,21.82,6265,8.18,2348,0.45,129,48,13781,0.41,118,43.62,12523,25.93,7445,23.05,6618,5.35,1536,1.65,474,52,14929,0.22,63,39.09,11223,30.45,8742,22.46,6448,6.7,1924,1.08,310,1,28710
