2020-02-01-00-00-00,국내숙박,18607,382600,914825,905394,258466,69077,841160,15294,463658,1019333,844729,173330,32372,1707810,16313,437148,985177,864611,201114,1.74,44352,29,2548970
2020-02-01-00-00-00,체험,393,5066,4119,3126,524,131,4275,772,5355,4409,2345,394,87,9085,652,5263,4317,2593,436,0.76,102,1,13360
2020-02-01-00-00-00,강좌,15666,298243,599320,460866,101752,15964,596784,13577,467282,558291,373736,70421,8653,895176,14323,399845,574703,408499,82953,0.78,11637,10,1491960
2020-03-01-00-00-00,뮤지컬,358,9876,47056,29755,3515,1230,22027,450,10197,55637,22247,2451,789,69753,431,10123,53618,24010,2698,0.98,899,8,91780
2020-03-01-00-00-00,콘서트,1357,10174,10171,5625,2007,617,9884,1279,10333,9695,6643,1644,359,20067,1303,10279,9851,6310,1764,1.48,443,6,29950
2020-03-01-00-00-00,연극,2182,79720,68345,29122,10564,3167,71454,3476,93296,54788,29818,9849,1893,121666,2993,88294,59809,29567,10119,1.22,2356,14,193120
2020-03-01-00-00-00,전시/행사,2403,31701,46605,28270,4968,1594,27727,2068,36958,46039,26248,3466,751,87803,2149,35687,46177,26734,3824,0.83,959,5,115530
2020-03-01-00-00-00,클래식,740,11440,11964,6983,2776,841,9727,660,12795,11436,7268,2025,552,24665,684,12402,11589,7188,2241,1.83,636,12,34740
2020-03-01-00-00-00,오페라,0,6719,8401,7980,4619,4201,9576,0,6419,9889,10409,4338,868,22344,0,6505,9455,9697,4421,5.77,1842,4,31920
2020-03-01-00-00-00,발레/무용,0,29,77,136,21,28,46,3,54,121,97,12,3,244,3,50,114,103,14,2.48,7,1,290
2020-03-01-00-00-00,국악/전통예술,22,301,704,1208,1132,762,1776,40,588,1091,1203,876,332,2313,33,465,925,1205,985,12.5,516,5,4130
2020-03-01-00-00-00,스포츠,0,9787,10178,6265,2348,129,13781,118,12523,7445,6618,1536,474,14929,63,11223,8742,6448,1924,1.08,310,1,28710
2020-03-01-00-00-00,국내여행,3317,77985,191957,200595,104209,47817,212799,3004,109967,201846,181568,104272,25286,413081,3129,99265,198529,187952,104209,5.25,32859,20,625880
2020-03-01-00-00-00,국내숙박,7910,265354,729018,621482,196803,62713,640315,6780,349725,814707,540690,141058,30132,1242965,7156,321288,785893,567809,159890,2.18,41056,29,1883280
2020-03-01-00-00-00,체험,152,3649,3738,2477,467,217,3531,377,4444,3679,1840,289,72,7169,302,4178,3698,2053,349,1.13,121,1,10700
2020-03-01-00-00-00,강좌,10596,303648,623342,466976,93093,16045,620617,6660,498007,566427,367526,66906,8174,893083,8325,418235,589738,408396,77653,0.75,11353,10,1513700
2020-04-01-00-00-00,뮤지컬,483,9992,44693,29232,3823,1307,20592,528,10582,51918,23511,2435,564,68938,519,10439,50226,24845,2758,0.83,743,8,89530
2020-04-01-00-00-00,콘서트,581,4369,5512,3360,1421,496,4879,502,4947,5526,3479,1061,225,10861,527,4766,5522,3441,1174,1.97,310,6,15740
2020-04-01-00-00-00,연극,1502,81483,80731,40145,13256,3822,79538,4286,98849,62393,40012,12770,2651,141402,3292,92684,68889,40056,12947,1.39,3071,14,220940
2020-04-01-00-00-00,전시/행사,2299,30593,55035,29151,5455,1740,34793,3206,40583,46386,29301,3914,870,89467,2957,37800,48797,29263,4337,0.89,1106,5,124260
2020-04-01-00-00-00,클래식,671,7947,10027,7623,2752,956,8094,588,9158,10183,7869,1811,369,21883,612,8831,10141,7803,2062,1.75,525,12,29977
2020-04-01-00-00-00,오페라,0,4907,12884,10431,7977,1841,11792,841,8392,12306,12865,3077,559,26248,578,7300,12489,12104,4610,2.53,962,4,38040
2020-04-01-00-00-00,발레/무용,1,32,46,45,18,7,24,3,31,58,47,9,2,126,2,31,56,47,11,1.59,2,2,150
2020-04-01-00-00-00,국악/전통예술,0,1198,1327,856,86,128,683,30,1029,1318,989,180,50,2912,24,1061,1320,963,162,1.8,65,5,3595
2020-04-01-00-00-00,스포츠,603,13277,13076,5429,4223,603,20093,234,15211,10530,8659,1872,703,17117,432,14170,11900,6921,3137,1.74,647,1,37210
2020-04-01-00-00-00,국내여행,3152,84387,219421,244565,117984,46850,243562,3295,119059,233748,227301,107669,25359,472798,3224,107167,228877,233175,111179,4.56,32666,20,716360
2020-04-01-00-00-00,국내숙박,10518,315299,889101,811737,238169,72456,771302,8648,404116,996850,736243,159169,32488,1565978,9349,374432,961090,761252,185346,1.95,45577,29,2337280
2020-04-01-00-00-00,체험,1,33,38,25,5,2,31,3,44,38,17,2,1,73,2,41,38,19,3,0.01,1,1,10460
2020-04-01-00-00-00,강좌,0,2095,4189,2793,598,199,4189,100,3890,3391,2095,399,100,5686,0,3192,3790,2394,499,0.01,100,10,997470
2020-05-01-00-00-00,뮤지컬,10,124,458,305,48,10,229,10,133,515,257,29,10,724,10,133,505,267,29,0.01,10,8,95320
2020-05-01-00-00-00,콘서트,6,88,109,61,27,9,97,6,106,103,64,21,6,206,6,100,106,64,21,0.02,6,6,30330
2020-05-01-00-00-00,연극,26,1047,868,434,153,26,919,77,1251,638,434,128,26,1634,51,1175,715,434,128,0.01,26,14,255370
2020-05-01-00-00-00,전시/행사,30,425,592,379,76,30,379,46,485,561,379,46,15,1138,46,470,561,379,46,0.01,15,5,151680
2020-05-01-00-00-00,클래식,10,103,100,74,26,10,84,13,100,103,84,16,6,239,10,100,103,81,19,0.02,6,12,32340
2020-05-01-00-00-00,오페라,0,59,228,146,14,14,105,0,46,164,173,46,27,351,0,50,178,169,36,0.05,23,4,45550
2020-05-01-00-00-00,발레/무용,0,1,1,1,0,0,1,0,1,1,1,0,0,3,0,1,1,1,0,0.01,0,1,330
2020-05-01-00-00-00,국악/전통예술,1,11,13,13,4,1,7,2,14,11,12,3,0,35,2,13,11,12,3,0.01,0,6,4189
2020-05-01-00-00-00,스포츠,0,225,337,181,69,43,484,9,337,242,181,69,26,380,0,276,294,181,69,0.04,35,1,86400
2020-05-01-00-00-00,국내여행,84,1095,2696,2865,1180,506,3034,84,1517,2865,2612,1095,253,5393,84,1348,2781,2696,1180,0.04,337,20,842640
2020-05-01-00-00-00,국내숙박,270,3785,10274,9463,2704,811,8922,0,4596,11626,8652,1622,270,18115,0,4326,11085,8922,1893,0.02,541,29,2703670
2020-05-01-00-00-00,체험,2,27,32,21,3,1,27,3,33,30,16,3,1,58,3,32,30,18,3,0.01,1,1,8540
2020-05-01-00-00-00,강좌,84,2179,3018,2263,587,168,3185,84,3185,2850,1760,419,84,5197,84,2766,2934,1928,503,0.02,168,10,838210
2020-05-01-00-00-00,구기스포츠,26,441,882,959,259,0,1789,26,207,648,1556,130,52,804,26,363,804,1141,207,0.01,26,7,259310
2020-05-01-00-00-00,아웃도어스포츠,8,170,307,266,40,16,428,0,274,315,186,24,8,379,0,218,307,226,32,0.02,16,6,80720
2020-06-01-00-00-00,뮤지컬,8,93,407,297,34,8,187,8,110,475,229,25,8,661,8,102,458,237,25,0.01,8,8,84790
2020-06-01-00-00-00,콘서트,10,86,114,67,29,13,105,6,105,105,70,25,6,213,6,98,108,70,25,0.03,10,6,31720
2020-06-01-00-00-00,연극,22,944,769,329,110,22,790,44,1142,527,329,110,22,1405,44,1076,615,329,110,0.01,22,14,219580
2020-06-01-00-00-00,전시/행사,29,380,584,365,73,15,336,29,409,584,365,44,15,1125,29,409,584,365,58,0.01,15,5,146100
2020-06-01-00-00-00,클래식,10,101,107,72,26,10,78,10,107,104,78,20,3,247,10,107,104,78,23,0.02,7,12,32540
2020-06-01-00-00-00,오페라,16,25,143,151,25,53,114,0,102,151,114,33,4,290,4,78,151,127,33,0.04,16,4,40860
2020-06-01-00-00-00,발레/무용,0,0,1,1,0,0,0,0,0,1,1,0,0,2,0,0,1,1,0,0.02,0,1,260
2020-06-01-00-00-00,국악/전통예술,1,11,16,12,6,3,10,2,13,16,14,3,1,39,2,13,16,14,3,0.03,1,5,4950
2020-06-01-00-00-00,스포츠,0,136,174,81,26,13,179,17,128,132,115,30,9,243,9,132,149,98,26,0.03,13,1,42560
2020-06-01-00-00-00,국내여행,93,1395,2791,3163,1395,558,3256,93,1953,3163,2791,1116,279,6046,93,1767,2977,2884,1209,0.04,372,20,930200
2020-06-01-00-00-00,국내숙박,401,6412,15228,13625,3607,1202,12824,401,7614,16831,12423,2404,401,27251,401,7213,16431,12824,2805,0.02,801,29,4007460
2020-06-01-00-00-00,체험,1,15,19,13,3,1,15,1,15,21,11,2,1,35,1,15,21,12,2,0.01,1,1,5020
2020-06-01-00-00-00,강좌,149,2159,2457,2011,447,149,2979,298,2830,2308,1564,298,74,4468,298,2606,2383,1787,372,0.01,74,10,744640
2020-06-01-00-00-00,구기스포츠,101,454,983,731,227,50,1865,25,126,832,1235,252,50,655,76,353,933,857,227,0.02,50,7,252050
2020-06-01-00-00-00,아웃도어스포츠,0,228,379,265,47,19,455,0,351,360,180,38,9,493,0,294,370,218,47,0.01,9,6,94800
2020-07-01-00-00-00,뮤지컬,11,98,525,404,44,11,208,11,98,645,317,22,11,885,11,98,623,328,22,0.01,11,8,109280
2020-07-01-00-00-00,콘서트,5,55,60,30,12,5,58,5,60,55,35,10,2,108,5,58,57,33,12,0.02,3,6,16630
2020-07-01-00-00-00,연극,35,1598,1042,556,174,35,1147,139,1772,799,591,139,35,2328,104,1703,869,591,174,0.01,35,14,347490
2020-07-01-00-00-00,전시/행사,44,566,849,566,109,44,435,65,566,893,588,65,22,1742,65,566,893,588,65,0.01,22,5,217690
2020-07-01-00-00-00,클래식,10,99,115,69,26,10,76,13,106,106,89,16,3,254,10,106,106,82,20,0.02,7,12,32970
2020-07-01-00-00-00,오페라,0,331,367,367,47,71,367,12,272,390,355,130,35,816,12,296,378,355,106,0.04,47,4,118270
2020-07-01-00-00-00,발레/무용,0,1,1,1,0,0,0,0,1,1,1,0,0,3,0,1,1,1,0,0.02,0,1,350
2020-07-01-00-00-00,국악/전통예술,1,7,18,13,14,3,12,1,12,18,18,5,1,44,1,11,18,17,7,0.02,1,6,5509
2020-07-01-00-00-00,스포츠,242,502,707,298,74,37,1116,19,688,484,577,93,0,744,149,577,614,409,74,0.01,19,1,186000
2020-07-01-00-00-00,국내여행,146,2330,4223,4951,2184,728,5242,146,3203,4660,4514,1747,437,9319,146,2912,4514,4660,1893,0.04,582,20,1456120
2020-07-01-00-00-00,국내숙박,535,8560,19260,18725,5350,1605,16585,535,10700,21400,17120,3210,535,36915,535,9630,20865,17655,3745,0.02,1070,29,5350060
2020-07-01-00-00-00,체험,2,32,34,26,5,1,27,4,31,38,23,2,1,73,3,32,37,24,3,0.01,1,1,10050
2020-07-01-00-00-00,강좌,203,2161,2161,1756,338,135,2499,338,2567,2094,1418,338,68,4255,270,2431,2094,1553,338,0.01,68,10,675400
2020-07-01-00-00-00,구기스포츠,49,516,959,664,172,74,1844,0,270,737,1229,197,25,615,49,467,909,787,197,0.03,74,7,245810
2020-07-01-00-00-00,아웃도어스포츠,12,287,523,349,75,12,573,0,474,449,274,50,12,673,0,386,474,312,62,0.01,12,6,124640
2020-08-01-00-00-00,뮤지컬,11,92,574,425,46,11,230,11,92,689,333,23,11,918,11,92,666,356,23,0.01,11,7,114800
2020-08-01-00-00-00,콘서트,6,45,41,21,7,2,41,6,45,39,24,6,1,80,6,45,39,23,6,0.01,1,6,12120
2020-08-01-00-00-00,연극,25,1132,780,428,126,25,855,75,1308,579,428,101,25,1660,50,1258,654,428,126,0.01,25,11,251590
2020-08-01-00-00-00,전시/행사,38,508,715,489,94,38,376,56,508,771,489,56,19,1505,56,508,752,489,56,0.01,19,4,188110
2020-08-01-00-00-00,클래식,12,64,77,72,20,7,59,12,57,77,82,15,5,188,12,57,77,79,15,0.02,5,11,24710
2020-08-01-00-00-00,오페라,40,372,425,239,186,66,332,27,252,372,451,159,66,996,27,279,385,398,173,0.05,66,4,132790
2020-08-01-00-00-00,발레/무용,0,0,1,1,0,0,1,0,1,1,1,0,0,3,0,1,1,1,0,0.01,0,1,340
2020-08-01-00-00-00,국악/전통예술,1,5,5,6,3,1,5,1,5,7,6,1,0,17,1,5,7,6,2,0.02,0,2,2140
2020-08-01-00-00-00,스포츠,79,231,223,122,50,14,360,22,317,166,159,43,7,360,50,274,195,137,43,0.02,14,1,72050
2020-08-01-00-00-00,국내여행,89,1507,2747,3013,1241,443,3013,89,1950,2925,2747,975,266,5849,89,1773,2836,2836,1064,0.03,266,18,886260
2020-08-01-00-00-00,국내숙박,425,6804,15309,14459,4253,1276,13183,425,7655,17436,13608,2977,425,29343,425,7655,16585,14034,3402,0.02,851,28,4252630
2020-08-01-00-00-00,체험,1,20,23,20,3,1,18,2,20,26,18,1,0,50,2,20,25,18,2,0.01,1,1,6820
2020-08-01-00-00-00,강좌,131,1972,2235,1775,394,131,2629,197,2695,2038,1315,329,66,3944,131,2366,2103,1512,329,0.01,66,10,657260
2020-08-01-00-00-00,구기스포츠,25,115,312,263,99,16,600,8,82,263,378,66,25,222,25,107,296,296,90,0.02,16,4,82140
2020-08-01-00-00-00,아웃도어스포츠,0,273,478,284,80,11,535,0,398,432,262,46,11,603,0,341,455,273,57,0.01,11,6,113760
2020-09-01-00-00-00,뮤지컬,9,99,440,296,36,18,215,9,117,530,215,27,9,682,9,108,512,233,27,0.01,9,7,89790
2020-09-01-00-00-00,콘서트,3,22,27,15,4,1,25,3,23,26,16,4,1,48,3,23,26,16,4,0.01,1,6,7310
2020-09-01-00-00-00,연극,13,583,438,212,66,13,477,40,690,345,199,53,13,849,27,650,371,199,66,0.01,13,11,132610
2020-09-01-00-00-00,전시/행사,21,308,393,244,64,21,266,32,351,393,244,32,11,797,21,340,393,244,42,0.01,11,4,106230
2020-09-01-00-00-00,클래식,0,1,1,0,0,0,1,0,1,1,1,0,0,2,0,1,1,1,0,0.02,0,5,220
2020-09-01-00-00-00,오페라,7,115,197,217,115,27,190,7,163,203,231,68,7,488,7,149,203,224,81,0.02,14,4,67820
2020-09-01-00-00-00,발레/무용,0,1,2,1,1,0,1,0,1,2,1,0,0,3,0,1,2,1,0,0.01,0,1,420
2020-09-01-00-00-00,국악/전통예술,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,2,60
2020-09-01-00-00-00,스포츠,14,131,159,113,23,23,253,19,159,103,131,56,0,216,19,145,136,122,38,0.03,14,1,46910
2020-09-01-00-00-00,국내여행,55,716,1707,1872,826,330,1817,55,991,1872,1707,716,165,3689,55,881,1817,1762,771,0.04,220,18,550570
2020-09-01-00-00-00,국내숙박,238,3577,9062,7870,2385,715,7631,238,4292,10016,7393,1669,238,16216,238,4054,9777,7631,1908,0.02,477,28,2384710
2020-09-01-00-00-00,체험,1,15,14,10,2,1,13,1,16,15,9,1,0,30,1,16,15,9,1,0.01,0,1,4300
2020-09-01-00-00-00,강좌,63,2349,2031,1523,317,63,2349,63,3237,1841,889,254,63,3999,63,2920,1904,1143,254,0.01,63,10,634780
2020-09-01-00-00-00,구기스포츠,6,67,214,257,55,6,440,0,92,183,257,67,12,171,6,73,208,257,61,0.01,6,4,61090
2020-09-01-00-00-00,아웃도어스포츠,0,134,339,198,28,7,367,0,240,311,127,21,7,339,0,184,325,162,28,0.01,7,6,70650
2020-10-01-00-00-00,뮤지컬,12,117,596,386,47,12,269,12,140,689,280,23,12,900,12,140,666,304,35,0.01,12,7,116850
2020-10-01-00-00-00,콘서트,6,58,72,42,14,4,66,8,60,64,50,16,4,134,8,58,68,48,16,0.02,4,6,19960
2020-10-01-00-00-00,연극,25,1037,790,444,123,49,864,99,1185,617,420,123,25,1604,74,1135,666,444,123,0.01,25,11,246820
2020-10-01-00-00-00,전시/행사,35,497,674,426,89,35,443,53,568,639,443,53,18,1330,53,550,656,443,71,0.01,18,4,177370
2020-10-01-00-00-00,클래식,6,61,70,44,21,8,59,11,63,63,55,15,4,152,8,63,65,53,17,0.02,4,7,21090
2020-10-01-00-00-00,오페라,0,340,387,258,152,23,363,23,375,352,316,82,23,809,12,363,363,293,105,0.02,23,4,117180
2020-10-01-00-00-00,발레/무용,0,5,11,11,3,1,5,1,7,12,10,1,0,26,0,7,12,10,2,0.02,1,1,3110
2020-10-01-00-00-00,국악/전통예술,0,1,3,1,1,0,2,0,2,2,2,1,0,5,0,2,2,1,1,0.04,0,2,630
2020-10-01-00-00-00,스포츠,13,161,284,148,32,6,470,26,110,219,219,45,26,174,19,148,264,168,39,0.02,13,1,64450
2020-10-01-00-00-00,국내여행,89,974,2656,3098,1505,620,2921,89,1416,2833,2833,1328,354,5931,89,1328,2744,2921,1416,0.05,443,19,885240
2020-10-01-00-00-00,국내숙박,351,4921,13004,12301,3866,1054,11247,351,5975,14762,11247,2460,351,23900,351,5624,14410,11598,2812,0.02,703,28,3514690
2020-10-01-00-00-00,체험,1,22,25,20,4,1,21,3,25,26,18,3,1,53,2,24,26,19,3,0.01,1,1,7490
2020-10-01-00-00-00,강좌,58,2033,1859,1452,290,58,2265,58,2846,1801,871,232,58,3543,58,2498,1859,1104,232,0.01,58,10,580820
2020-10-01-00-00-00,구기스포츠,14,85,227,291,78,14,526,0,107,220,298,71,7,185,14,92,227,291,78,0.02,14,4,71070
2020-10-01-00-00-00,아웃도어스포츠,0,121,260,175,30,12,308,6,175,272,121,18,6,296,6,151,266,151,24,0.01,6,6,60410
2020-11-01-00-00-00,뮤지컬,12,142,593,379,47,12,285,12,166,688,285,36,12,901,12,154,664,308,36,0.01,12,7,118550
2020-11-01-00-00-00,콘서트,6,88,129,60,22,6,107,6,97,113,69,22,3,207,6,94,116,66,22,0.02,6,6,31410
2020-11-01-00-00-00,연극,25,1120,815,407,127,25,866,102,1248,637,407,127,25,1680,76,1197,687,407,127,0.01,25,11,254610
2020-11-01-00-00-00,전시/행사,53,534,677,410,89,36,428,53,606,677,392,53,18,1354,53,588,677,392,53,0.01,18,4,178140
2020-11-01-00-00-00,클래식,8,83,71,55,23,10,76,10,78,73,65,20,5,176,10,81,73,63,20,0.03,8,7,25180
2020-11-01-00-00-00,오페라,0,64,159,141,77,9,95,5,64,150,200,27,9,359,5,64,150,191,36,0.02,9,3,45460
2020-11-01-00-00-00,발레/무용,1,18,47,36,7,3,18,1,21,47,39,3,1,94,1,20,47,39,3,0.01,1,2,11170
2020-11-01-00-00-00,국악/전통예술,0,1,1,1,0,0,1,0,1,1,1,0,0,3,0,1,1,1,0,0.04,0,2,380
2020-11-01-00-00-00,스포츠,11,80,183,73,18,4,263,7,55,128,153,7,7,102,7,73,168,95,15,0.01,4,1,36540
2020-11-01-00-00-00,국내여행,79,1029,2375,2692,1187,554,2612,79,1583,2612,2375,1029,237,5304,79,1425,2533,2454,1108,0.04,317,19,791630
2020-11-01-00-00-00,국내숙박,336,5041,12771,11091,3361,1008,10755,336,6722,14115,9746,2353,336,22854,336,6049,13443,10082,2689,0.02,672,28,3360830
2020-11-01-00-00-00,체험,1,24,22,14,3,1,20,3,28,20,12,2,1,46,3,27,21,12,2,0.01,1,1,6510
2020-11-01-00-00-00,강좌,53,2132,1333,1386,373,107,2079,53,2612,1599,800,267,53,3251,53,2399,1492,1013,320,0.01,53,10,533030
2020-11-01-00-00-00,구기스포츠,24,97,207,213,61,6,456,6,91,201,219,79,18,152,18,97,207,213,67,0.02,12,4,60830
2020-11-01-00-00-00,아웃도어스포츠,5,80,175,175,19,24,232,5,99,199,151,9,5,241,5,90,189,166,14,0.03,14,6,47310
2020-12-01-00-00-00,뮤지컬,9,105,430,290,35,9,202,9,97,509,228,26,9,676,9,105,492,246,26,0.01,9,7,87800
2020-12-01-00-00-00,콘서트,3,39,58,25,10,3,48,4,41,50,30,10,3,90,3,40,52,29,10,0.02,3,6,13790
2020-12-01-00-00-00,연극,20,447,328,139,50,20,358,50,487,239,159,50,10,636,40,467,268,149,50,0.01,10,11,99400
2020-12-01-00-00-00,전시/행사,21,287,446,255,42,11,212,42,265,488,234,21,11,849,32,265,478,244,32,0.01,11,4,106140
2020-12-01-00-00-00,클래식,4,57,73,53,22,11,70,4,53,73,64,18,7,150,4,53,73,62,20,0.03,7,7,22030
2020-12-01-00-00-00,오페라,0,70,70,133,18,9,54,9,21,103,157,12,0,248,6,30,97,151,12,0.01,3,3,30230
2020-12-01-00-00-00,발레/무용,0,8,20,19,3,2,9,1,7,22,19,2,1,43,1,8,21,19,2,0.01,1,2,5150
2020-12-01-00-00-00,국악/전통예술,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,2,57
2020-12-01-00-00-00,스포츠,0,31,66,123,9,2,104,2,31,78,120,2,0,132,2,31,73,123,5,0.01,2,1,23580
2020-12-01-00-00-00,국내여행,52,827,1550,1654,723,258,1654,103,1189,1654,1550,568,103,3514,103,1085,1654,1602,620,0.03,155,19,516770
2020-12-01-00-00-00,국내숙박,258,4381,9278,8504,2577,773,8504,258,5154,10566,7989,1804,258,17267,258,4897,10051,8247,2062,0.02,515,28,2577110
2020-12-01-00-00-00,체험,1,10,9,6,1,0,8,2,10,10,5,1,0,19,1,10,9,5,1,0.01,0,1,2660
2020-12-01-00-00-00,강좌,71,2990,1851,1566,498,142,2776,71,3701,1851,1068,356,71,4342,71,3417,1851,1281,427,0.01,71,10,711800
2020-12-01-00-00-00,구기스포츠,10,72,118,92,30,3,259,0,52,108,121,39,7,69,10,69,118,98,30,0.02,7,4,32780
2020-12-01-00-00-00,아웃도어스포츠,4,55,143,189,21,8,181,4,59,168,181,8,0,236,4,59,156,185,13,0.01,4,6,42110
