year	wave	region	income	family_member	gender	year_born	education_level	marriage	religion	occupation	company_size	reason_none_worker
2008	4	1	1313	2	1	1968	5	5	2	873	2	 
2009	5	1	1455	2	1	1968	5	5	2	 	 	11
2010	6	1	1183	2	1	1968	5	5	2	 	 	10
2011	7	1	1316	2	1	1968	5	5	2	873	5	 
2012	8	1	1861	2	1	1968	5	5	2	873	3	 
2013	9	1	1557	2	1	1968	5	5	2	 	 	 
2014	10	1	944	2	1	1968	5	5	2	 	 	 
2015	11	1	3419	2	1	1968	5	5	2	855	3	 
2016	12	1	3478	2	1	1968	5	5	2	842	3	 
2017	13	1	4239	2	1	1968	5	5	2	842	3	 
2018	14	1	3903	2	1	1968	5	5	2	842	3	 
2005	1	1	1026	2	2	1934	3	2	1	 	 	8
2006	2	1	951	2	2	1934	3	2	1	 	 	8
2007	3	1	1278	2	2	1934	4	2	2	 	 	8
2008	4	1	1767	4	2	1982	5	5	1	399	1	 
2009	5	2	802	1	2	1982	5	1	1	 	 	6
2010	6	2	2068	2	1	1976	5	1	2	875	3	 
2011	7	2	2333	3	1	1976	5	1	1	875	1	 
2012	8	2	2463	3	1	1976	5	1	2	772	3	 
2013	9	2	2616	4	1	1976	5	1	2	772	3	 
2014	10	2	2915	4	1	1976	5	1	2	772	3	 
2015	11	2	3214	4	1	1976	5	1	1	772	3	 
2016	12	2	2823	4	1	1976	5	1	1	873	1	 
2017	13	2	2620	4	1	1976	5	1	2	873	3	 
2018	14	2	3721	4	1	1976	5	1	1	873	3	 
2005	1	1	489	1	2	1928	3	2	2	 	 	8
2006	2	1	595	1	2	1928	3	2	2	 	 	1
2007	3	1	581	1	2	1928	3	2	2	 	 	8
2008	4	1	534	1	2	1928	3	2	2	 	 	8
2005	1	1	594	1	2	1937	3	2	2	 	 	 
2006	2	1	482	1	2	1937	3	2	1	911	2	 
2007	3	1	1619	3	2	1937	3	2	2	911	2	 
2008	4	1	538	3	2	1937	3	2	2	941	3	 
2009	5	1	741	1	2	1937	3	2	2	 	 	10
2010	6	1	1397	1	2	1937	3	2	2	 	 	10
2011	7	1	458	1	2	1937	3	2	1	 	 	10
2012	8	1	700	1	2	1937	3	3	1	941	1	 
2013	9	1	638	1	2	1937	3	3	1	941	3	 
2014	10	1	664	1	2	1937	3	3	1	941	3	 
2015	11	1	716	1	2	1937	3	3	1	941	1	 
2016	12	1	897	1	2	1937	3	3	1	 	 	10
2017	13	1	961	1	2	1937	3	3	1	941	4	 
2018	14	1	1323	1	2	1937	3	3	1	 	 	9
2005	1	1	4075	2	1	1976	7	1	1	815	6	 
2006	2	1	4865	3	1	1976	7	1	1	815	6	 
2007	3	1	5060	3	1	1976	7	1	1	815	5	 
2005	1	1	2026	2	2	1972	7	5	2	311	7	 
2006	2	1	1788	2	2	1972	7	5	2	 	 	8
2007	3	1	1607	2	2	1972	6	5	9	 	 	8
2008	4	1	2427	2	2	1972	6	5	2	313	1	 
2009	5	1	2797	2	2	1972	6	5	2	313	1	 
2010	6	1	1571	1	2	1942	4	2	2	 	 	10
2011	7	1	970	1	2	1942	4	2	2	 	 	10
2012	8	1	1185	1	2	1942	4	2	2	 	 	10
2013	9	1	868	1	2	1942	4	2	2	 	 	10
2014	10	1	1315	1	2	1942	4	2	2	 	 	10
2015	11	1	1512	1	2	1942	4	2	2	 	 	10
2016	12	1	1498	1	2	1942	4	2	2	 	 	10
2017	13	1	1402	1	2	1942	4	2	2	 	 	10
2018	14	1	3386	2	2	1942	4	2	2	 	 	10
2005	1	1	2073	2	1	1973	5	1	2	316	4	 
2006	2	1	2277	2	1	1973	5	1	2	316	4	 
2007	3	1	2430	2	1	1973	5	1	2	316	4	 
2008	4	1	2797	2	1	1973	5	1	2	510	4	 
2009	5	1	3548	3	1	1973	5	1	2	510	4	 
2010	6	1	4297	3	1	1973	5	1	2	510	4	 
2011	7	1	3463	3	1	1973	5	1	2	510	3	 
2012	8	1	4555	3	1	1973	5	1	2	510	4	 
2013	9	1	4926	3	1	1973	5	1	2	510	3	 
2014	10	1	3987	3	1	1973	5	1	2	510	4	 
2015	11	1	4724	3	1	1973	5	1	2	510	3	 
2016	12	1	3048	3	1	1973	5	1	2	510	4	 
2017	13	1	5564	3	1	1973	5	1	2	510	3	 
2018	14	1	4369	3	1	1973	5	1	2	510	4	 
2005	1	1	1174.4	2	2	1939	2	2	1	 	 	4
2006	2	1	3425	2	2	1939	2	2	1	 	 	4
2007	3	1	2609	2	2	1939	2	2	1	 	 	8
2008	4	1	2139	2	2	1939	2	2	1	 	 	4
2009	5	1	1126	1	2	1939	2	2	1	 	 	10
2010	6	1	1373	1	2	1939	2	2	1	 	 	10
2011	7	1	2786	5	2	1939	2	2	1	 	 	10
2012	8	1	4332	5	1	1959	4	1	2	852	3	 
2013	9	1	3723	5	1	1959	4	1	2	852	4	 
2014	10	1	3343	5	1	1959	4	1	2	852	2	 
2015	11	1	3361	4	1	1959	4	1	2	852	7	 
2016	12	1	3843	4	1	1959	4	1	2	852	2	 
2017	13	1	8222	4	1	1959	4	1	2	852	4	 
2018	14	1	7603	4	1	1959	4	1	2	852	2	 
2005	1	1	5300	4	1	1969	7	1	1	311	3	 
2006	2	1	4320	4	1	1969	7	1	1	311	5	 
2005	1	1	6083	1	2	1963	8	5	2	311	7	 
2006	2	1	6187	1	2	1963	8	5	2	113	7	 
2007	3	1	7600	1	2	1963	8	5	9	21	7	 
2005	1	1	3675	4	1	1955	4	1	1	941	1	 
2006	2	1	4035	4	1	1955	4	1	1	941	1	 
2007	3	1	3794	4	1	1955	4	1	1	 	 	 
2008	4	1	5166	4	1	1955	4	1	1	773	1	 
2009	5	1	4445	4	1	1955	4	1	1	773	1	 
2010	6	1	5963	4	1	1955	4	1	1	942	3	 
2011	7	1	5457	4	1	1955	4	1	1	991	4	 
2012	8	1	6784	4	1	1955	4	1	1	991	4	 
2013	9	1	8444	4	1	1955	4	1	1	991	3	 
2014	10	1	5031	3	1	1955	4	1	1	 	 	11
2015	11	1	6508	3	1	1955	4	1	1	 	 	 
2016	12	1	8096	3	1	1955	4	1	1	 	 	11
2017	13	1	7810	3	1	1955	4	1	1	991	6	 
2018	14	1	6650	3	1	1955	4	1	2	991	7	 
2005	1	1	7650	3	1	1971	8	1	1	512	1	 
2006	2	1	7320	3	1	1971	8	1	1	21	4	 
2007	3	1	11563.19	3	1	1971	8	1	1	21	4	 
2005	1	1	6438	4	1	1968	5	1	1	315	2	 
2006	2	1	6700	4	1	1968	5	1	1	315	7	 
2007	3	1	7046	4	1	1968	5	1	1	315	7	 
2008	4	1	7750	4	1	1968	5	1	1	313	7	 
2009	5	1	9226	4	1	1968	5	1	1	312	7	 
2010	6	1	13066	4	1	1968	5	1	1	312	10	 
2011	7	1	14036	4	1	1968	5	1	1	312	10	 
2012	8	1	8912	4	1	1968	5	1	1	312	7	 
2013	9	1	6985	4	1	1968	5	1	1	312	7	 
2014	10	1	11566	4	1	1968	5	1	1	312	7	 
2015	11	1	12465	4	1	1968	5	1	1	312	7	 
2016	12	1	11697	4	1	1968	5	1	1	312	7	 
2017	13	1	12573	4	1	1968	5	1	1	312	7	 
2018	14	1	13253	4	1	1968	5	1	1	312	7	 
2005	1	1	5039.2	4	1	1965	8	1	2	232	8	 
2006	2	1	5200	4	1	1965	8	1	2	232	6	 
2005	1	1	5930	3	1	1973	8	1	1	314	7	 
2006	2	1	4204	3	1	1973	8	1	1	314	7	 
2011	7	1	9016	4	1	1973	8	1	1	312	9	 
2012	8	1	7728	4	1	1973	8	1	1	312	9	 
2013	9	1	7501	4	1	1973	8	1	1	312	5	 
2014	10	1	7335	4	1	1973	8	1	1	312	7	 
2015	11	1	7434	4	1	1973	8	1	1	312	9	 
2016	12	1	8467	4	1	1973	8	1	1	312	7	 
2017	13	1	9266	4	1	1973	8	1	1	312	7	 
2018	14	1	11022	4	1	1973	8	1	1	312	7	 
2005	1	1	2560	1	1	1963	5	5	2	415	1	 
2006	2	1	2358	1	1	1963	5	5	2	415	1	 
2007	3	1	1711	1	1	1963	5	5	2	415	1	 
2008	4	1	2162	1	1	1963	5	5	2	284	7	 
2009	5	1	1448	1	1	1963	5	5	2	284	7	 
2010	6	1	2032	1	1	1963	5	5	2	284	7	 
2011	7	1	2523	1	1	1963	5	5	2	284	3	 
2012	8	1	2439	1	1	1963	5	5	2	284	8	 
2005	1	1	4390	4	1	1950	5	1	1	314	11	 
2006	2	1	4680	4	1	1950	5	1	1	512	7	 
2007	3	1	4228	4	1	1950	5	1	1	512	4	 
2008	4	5	5279	3	1	1950	5	1	1	991	8	 
2009	5	5	4780	2	1	1950	5	1	1	991	9	 
2010	6	5	4221	2	1	1950	5	1	1	991	3	 
2011	7	5	4658	2	1	1950	5	1	1	991	6	 
2012	8	5	4392	2	1	1950	5	1	1	991	3	 
2013	9	5	3822	2	1	1950	5	1	1	991	3	 
2014	10	5	4783	2	1	1950	5	1	1	991	6	 
2015	11	5	4285	2	1	1950	5	1	1	991	8	 
2016	12	5	3632	2	1	1950	5	1	1	991	3	 
2017	13	5	3640	2	1	1950	5	1	2	991	5	 
2018	14	5	4835	2	1	1950	5	1	1	991	1	 
2005	1	1	2313	2	1	1941	5	1	2	912	1	 
2006	2	1	2149	2	1	1941	5	1	2	 	 	 
2008	4	1	2849	2	1	1941	5	1	2	 	 	6
2005	1	1	1860	2	2	1966	5	3	1	311	2	 
2006	2	1	1661	2	2	1966	5	3	1	311	2	 
2007	3	1	1778	2	2	1966	5	3	1	311	2	 
2008	4	1	2224	2	2	1966	5	3	1	313	3	 
2009	5	1	2012	2	2	1966	5	3	1	313	3	 
2010	6	1	2234	2	2	1966	5	3	1	313	2	 
2011	7	1	2632	2	2	1966	5	3	2	313	6	 
2005	1	1	2973	3	1	1930	4	1	2	 	 	8
2006	2	1	3103	3	1	1930	4	1	1	 	 	8
2007	3	1	2545	3	1	1930	4	1	2	 	 	8
2008	4	1	5085	3	1	1930	4	1	1	 	 	8
2009	5	1	5242	2	1	1930	4	1	2	 	 	10
2010	6	1	8432	2	1	1930	4	1	1	 	 	10
2011	7	1	8563	2	1	1930	4	1	2	 	 	10
2012	8	1	3953	2	1	1930	4	1	2	 	 	10
2013	9	1	6907	2	1	1930	4	1	2	 	 	10
2014	10	1	5603	2	1	1930	4	1	2	 	 	10
2015	11	1	3823	2	1	1930	4	1	2	 	 	10
2016	12	1	4066	2	1	1930	4	1	2	 	 	10
2017	13	1	5842	2	1	1930	4	1	2	 	 	10
2018	14	1	6183	2	1	1930	4	1	2	 	 	10
2005	1	1	4160	3	1	1948	4	1	2	712	6	 
2006	2	1	4716	3	1	1948	4	1	2	912	6	 
2005	1	1	5560	4	1	1963	5	1	2	512	4	 
2006	2	1	4942	4	1	1963	5	1	2	753	3	 
2007	3	1	5812	4	1	1963	5	1	2	753	3	 
2008	4	1	3725	4	1	1963	5	1	2	721	4	 
2009	5	1	4108	4	1	1963	5	1	2	721	3	 
2010	6	1	4992	4	1	1963	5	1	2	721	3	 
2011	7	1	5079	3	1	1963	5	1	2	721	3	 
2005	1	1	5260	4	1	1961	4	1	2	821	1	 
2005	1	1	601.2	1	2	1921	2	2	1	 	 	8
2006	2	1	523	1	2	1921	2	2	2	 	 	8
2007	3	1	500	1	2	1921	2	2	1	 	 	8
2008	4	2	573	1	2	1921	2	2	2	 	 	8
2005	1	1	1280	3	2	1962	4	2	1	 	 	9
2006	2	1	0	3	2	1962	4	2	1	 	 	4
2007	3	1	752	3	2	1962	4	2	1	412	1	 
2008	4	1	2419	2	2	1962	4	2	1	422	1	 
2009	5	1	3122	2	2	1962	4	2	1	422	1	 
2010	6	1	1452	2	2	1962	4	2	1	 	 	6
2011	7	1	2873	2	2	1962	4	2	1	422	1	 
2012	8	1	5025	3	1	1957	5	1	2	873	1	 
2013	9	1	2488	2	2	1962	4	3	1	422	1	 
2014	10	1	3140	2	2	1962	4	3	1	422	1	 
2015	11	1	4160	2	2	1962	4	2	1	422	1	 
2016	12	1	3119	2	2	1962	4	2	1	 	 	 
2017	13	1	3064	2	2	1962	4	2	1	422	1	 
2018	14	1	3413	2	2	1962	4	2	1	422	1	 
2005	1	1	3040	5	1	1955	7	1	1	 	 	1
2006	2	1	6457	5	1	1955	7	1	1	 	 	1
2007	3	1	2638	5	1	1955	7	1	2	 	 	1
2008	4	1	4726	5	1	1955	7	1	1	 	 	1
2009	5	1	4727	5	1	1955	7	1	1	 	 	1
2010	6	1	5714	5	1	1955	7	1	2	 	 	1
2011	7	1	4623	5	1	1955	7	1	1	 	 	1
2012	8	1	7082	5	1	1955	7	1	1	 	 	1
2013	9	1	5599	5	1	1955	7	1	1	 	 	1
2014	10	1	2990	5	1	1955	7	1	1	 	 	1
2015	11	1	6038	5	1	1955	7	1	1	 	 	1
2016	12	1	6586	5	2	1959	7	1	1	 	 	10
2017	13	1	5743	4	2	1959	7	2	1	 	 	10
2018	14	1	6869	4	2	1959	7	2	1	 	 	10
2005	1	1	2249	3	2	1968	5	3	2	915	3	 
2006	2	1	1457	3	2	1968	5	3	2	915	1	 
2011	7	1	2158	3	2	1968	5	3	2	 	 	9
2012	8	1	1778	3	2	1968	5	2	2	 	 	10
2005	1	1	3480	2	2	1982	5	5	1	422	2	 
2006	2	1	2863	2	2	1982	5	5	1	422	2	 
2007	3	1	2775	2	2	1982	5	5	2	311	3	 
2008	4	1	2421	2	2	1982	5	5	1	399	8	 
2009	5	1	2052	2	2	1982	5	5	2	399	7	 
2010	6	1	3407	2	2	1982	5	5	2	441	1	 
2011	7	5	1900	2	2	1982	5	5	2	921	2	 
2012	8	5	3290	2	2	1982	5	5	2	921	2	 
2013	9	5	3972	2	2	1982	5	5	1	313	1	 
2014	10	5	10377	3	2	1982	5	5	1	313	1	 
2015	11	5	7582	3	2	1982	5	5	2	313	1	 
2016	12	5	7733	3	2	1982	5	5	2	313	2	 
2017	13	5	7917	3	2	1982	5	5	2	921	2	 
2018	14	5	8483	3	2	1982	5	5	2	921	2	 
2005	1	1	4934	1	2	1935	4	2	2	 	 	8
2006	2	1	3284	1	2	1935	4	2	2	416	1	 
2007	3	1	2530	1	2	1935	4	2	2	 	 	4
2008	4	1	2656	1	2	1935	4	2	2	139	1	 
2009	5	1	3140	1	2	1935	4	2	2	 	 	10
2005	1	1	2720	2	2	1982	7	5	2	220	3	 
2006	2	1	1903	2	2	1982	7	5	2	220	3	 
2007	3	1	2802	2	2	1982	6	5	2	315	2	 
2008	4	1	2840	2	2	1982	6	1	2	313	3	 
2009	5	1	8654	3	1	1973	6	1	2	399	1	 
2010	6	1	8103	4	1	1973	6	1	2	399	1	 
2011	7	1	7740	4	1	1973	6	1	2	399	1	 
2012	8	1	7606	5	1	1973	6	1	2	399	1	 
2013	9	1	15541	5	1	1973	6	1	2	399	1	 
2014	10	1	8750	5	1	1973	6	1	2	399	1	 
2015	11	1	9991	5	1	1973	6	1	2	399	1	 
2005	1	1	2040	2	2	1955	3	4	2	 	 	7
2006	2	1	1210	2	2	1955	3	4	2	 	 	4
2007	3	1	980	2	2	1955	3	4	1	 	 	7
2008	4	1	324	2	2	1955	3	4	1	 	 	7
2009	5	1	864	2	2	1955	3	4	2	 	 	6
2010	6	1	1257	2	2	1955	3	4	2	 	 	1
2011	7	1	1479	2	2	1955	3	3	2	 	 	9
2012	8	1	1801	2	2	1955	3	4	2	 	 	10
2013	9	1	2758	2	2	1955	3	4	2	 	 	6
2014	10	1	2682	2	2	1955	3	4	2	 	 	10
2015	11	1	3140	2	2	1955	3	4	2	 	 	6
2016	12	1	929	1	2	1955	3	4	2	 	 	10
2017	13	5	3621	2	1	1975	5	5	2	921	1	 
2018	14	5	6369	2	1	1975	5	5	2	761	3	 
2016	12	5	2616	1	1	1975	5	5	2	921	2	 
2005	1	1	2820	3	1	1947	7	1	1	752	3	 
2006	2	1	7947	3	1	1947	7	1	1	752	3	 
2007	3	1	5426	3	1	1947	7	1	1	752	4	 
2008	4	1	8868	4	1	1947	7	1	1	851	3	 
2009	5	1	7755	3	1	1947	7	1	1	851	3	 
2011	7	1	8966	3	1	1947	7	1	1	851	2	 
2012	8	1	9291	3	1	1947	7	1	1	851	1	 
2013	9	1	10522	3	1	1947	7	1	1	851	3	 
2014	10	1	11439	3	1	1947	7	1	1	851	2	 
2015	11	1	11964	3	1	1947	7	1	1	 	 	10
2016	12	1	13202	3	1	1947	7	1	1	851	3	 
2017	13	1	12884	3	1	1947	7	1	1	851	4	 
2018	14	1	12777	3	1	1947	7	1	1	851	3	 
2007	3	1	4417	1	1	1980	7	5	1	132	10	 
2005	1	1	4540	4	1	1954	4	1	1	733	4	 
2006	2	1	5738	4	1	1954	4	1	1	733	3	 
2007	3	1	7362	4	1	1954	4	1	1	733	4	 
2008	4	1	6018	4	1	1954	4	1	1	780	10	 
2009	5	1	6805	4	1	1954	4	1	1	780	3	 
2010	6	1	8150	5	1	1954	4	1	1	780	3	 
2011	7	1	9145	5	1	1954	4	1	1	780	7	 
2012	8	1	10972	5	1	1954	4	1	1	 	 	 
2013	9	1	9104	5	1	1954	4	1	1	 	 	 
2014	10	1	9176	5	1	1954	4	1	1	773	2	 
2015	11	1	11051	5	1	1954	4	1	1	773	3	 
2016	12	1	9804	5	1	1954	4	1	1	773	4	 
2017	13	1	14191	5	1	1954	4	1	1	773	3	 
2018	14	1	13557	5	1	1954	4	1	1	 	 	 
2005	1	1	2950	4	1	1966	5	1	2	613	7	 
2006	2	1	4386	4	1	1966	5	1	2	613	10	 
2007	3	1	5090	4	1	1966	5	1	2	613	10	 
2008	4	1	6458	4	1	1966	5	1	2	612	10	 
2009	5	1	4337	4	1	1966	5	1	2	311	10	 
2010	6	1	5767	4	1	1966	5	1	2	311	10	 
2011	7	1	5297	4	1	1966	5	1	2	311	10	 
2012	8	1	6370	4	1	1966	5	1	2	311	10	 
2013	9	1	5997	4	1	1966	5	1	2	311	10	 
2014	10	1	5523	4	1	1966	5	1	2	311	10	 
2015	11	1	6860	4	1	1966	5	1	2	311	10	 
2005	1	1	809	1	2	1928	5	3	2	512	1	 
2006	2	1	603	1	2	1928	5	3	2	 	 	4
2007	3	1	645	1	2	1928	5	3	2	 	 	8
2008	4	1	672	1	2	1928	5	3	1	 	 	8
2009	5	1	690	1	2	1928	5	3	1	 	 	6
2010	6	1	734	1	2	1928	5	3	1	 	 	10
2011	7	1	648	1	2	1928	5	3	1	 	 	10
2012	8	1	677	1	2	1928	5	3	1	 	 	10
2013	9	1	648	1	2	1928	5	3	1	 	 	10
2014	10	1	694	1	2	1928	5	3	1	 	 	10
2005	1	1	955	2	2	1946	5	4	2	 	 	4
2006	2	1	918	2	2	1946	5	4	2	 	 	6
2007	3	1	660	2	2	1946	5	4	2	 	 	8
2008	4	1	1339	2	2	1946	5	4	2	 	 	6
2009	5	1	1756	2	2	1946	5	3	2	 	 	9
2010	6	1	1140	2	2	1946	5	3	2	 	 	6
2011	7	1	986	2	2	1946	5	3	2	 	 	6
2012	8	1	1157	2	2	1946	5	2	2	 	 	8
2013	9	1	435	2	2	1946	5	2	2	 	 	10
2014	10	1	1529	2	2	1946	5	2	2	 	 	10
2015	11	1	1989	2	2	1946	5	2	2	 	 	6
2016	12	1	1447	2	2	1946	5	2	2	 	 	10
2017	13	1	1274	1	2	1946	5	2	2	 	 	10
2018	14	1	1264	1	2	1946	5	2	2	 	 	9
2005	1	1	1560	4	1	1965	5	1	1	754	1	 
2006	2	1	1648	4	1	1965	5	1	1	754	1	 
2007	3	1	1260	4	1	1965	5	1	1	753	2	 
2008	4	1	1966	4	1	1965	5	1	1	753	1	 
2009	5	1	1880	4	1	1965	5	1	1	753	1	 
2010	6	1	2750	4	1	1965	5	1	1	721	1	 
2011	7	1	3013	4	1	1965	5	1	1	721	1	 
2012	8	1	2535	4	1	1965	5	1	1	721	2	 
2013	9	1	3102	4	1	1965	5	1	1	721	2	 
2014	10	1	3720	4	1	1965	5	1	1	721	2	 
2015	11	1	3969	4	1	1965	5	1	1	721	1	 
2016	12	1	4987	4	1	1965	5	1	1	721	1	 
2017	13	1	5006	4	1	1965	5	1	1	721	1	 
2018	14	1	3171	4	1	1965	5	1	1	721	1	 
2005	1	1	8040	4	1	1960	5	1	2	753	1	 
2005	1	1	99	5	1	1958	5	1	1	941	11	 
2006	2	1	2305	5	1	1958	5	1	1	941	4	 
2007	3	1	2908	5	1	1958	5	1	1	941	2	 
2008	4	1	2980	5	1	1958	5	1	1	 	 	 
2009	5	1	2014	4	1	1958	5	1	1	772	1	 
2010	6	1	4855	4	1	1958	5	1	1	772	3	 
2011	7	1	4030	5	1	1958	5	1	1	772	2	 
2012	8	1	3780	5	1	1958	5	1	1	772	2	 
2013	9	1	4822	5	1	1958	5	1	1	772	3	 
2014	10	1	6799	5	1	1958	5	1	1	772	3	 
2015	11	1	7181	5	1	1958	5	1	1	772	3	 
2016	12	1	7115	5	1	1958	5	1	1	772	3	 
2017	13	1	8591	5	1	1958	5	1	1	772	3	 
2018	14	1	5874	4	1	1958	5	1	1	772	3	 
2018	14	6	3960	2	1	1979	6	1	2	742	7	 
2005	1	1	2264	4	1	1960	4	1	1	 	 	 
2006	2	1	1245	4	1	1960	4	1	1	941	3	 
2007	3	1	1665	3	1	1960	4	1	1	941	1	 
2008	4	1	3026	3	1	1960	4	1	1	941	11	 
2009	5	1	4160	3	1	1960	4	1	1	941	3	 
2010	6	1	5148	4	1	1960	4	1	1	941	3	 
2011	7	1	5184	4	1	1960	4	1	1	941	4	 
2012	8	1	4676	4	1	1960	4	1	1	941	5	 
2013	9	1	6528	4	1	1960	4	1	1	941	3	 
2014	10	1	5620	3	1	1960	4	1	1	941	6	 
2015	11	1	6561	3	1	1960	4	1	1	941	6	 
2016	12	1	7025	3	1	1960	4	1	1	941	6	 
2017	13	1	5874	3	1	1960	4	1	1	941	10	 
2018	14	1	4713	3	1	1960	4	1	1	941	5	 
2014	10	2	3084	3	1	1987	7	1	1	863	2	 
2015	11	2	3309	3	1	1987	7	1	2	863	3	 
2016	12	2	4361	3	1	1987	7	1	1	863	4	 
2017	13	2	4138	3	1	1987	7	1	1	863	3	 
2018	14	2	4297	4	1	1987	7	1	1	863	2	 
2005	1	1	2114	4	1	1961	3	3	1	744	2	 
2006	2	1	2414	4	1	1961	3	3	2	744	2	 
2007	3	2	3246	4	1	1961	3	3	2	744	2	 
2008	4	2	2237	4	1	1961	3	3	2	799	3	 
2009	5	2	2264	4	1	1961	3	3	2	899	2	 
2010	6	2	2275	4	1	1961	3	3	1	899	1	 
2011	7	2	3371	4	1	1961	3	3	2	899	3	 
2012	8	2	2527	4	1	1961	3	3	2	899	2	 
2013	9	2	2766	4	1	1961	3	3	2	899	2	 
2014	10	2	3703	4	1	1961	3	3	2	910	4	 
2015	11	2	4221	4	1	1961	3	3	2	910	1	 
2016	12	2	5364	4	1	1961	3	3	2	910	1	 
2017	13	2	3910	4	1	1961	3	3	2	910	2	 
2018	14	2	4485	4	1	1961	3	3	2	910	8	 
2005	1	1	4450	4	1	1967	5	1	2	512	1	 
2006	2	1	4423	4	1	1967	5	1	2	512	1	 
2007	3	1	6172	4	1	1967	5	1	2	512	1	 
2008	4	1	5065	4	1	1967	5	1	2	521	1	 
2009	5	1	2818	3	1	1967	5	3	2	521	1	 
2010	6	1	2878	3	1	1967	5	3	2	521	1	 
2011	7	1	2292	3	1	1967	5	3	2	521	1	 
2012	8	1	1730	3	1	1967	5	3	2	521	1	 
2013	9	1	4675	3	1	1967	5	3	2	521	1	 
2014	10	1	2570	3	1	1967	5	3	2	521	1	 
2015	11	1	1939	2	1	1967	5	3	2	431	1	 
2016	12	1	2609	2	1	1967	5	3	2	922	1	 
2017	13	1	1901	2	1	1967	5	3	2	922	1	 
2018	14	1	2097	2	1	1967	5	3	2	521	1	 
2005	1	1	343	2	1	1934	4	1	2	 	 	8
2006	2	1	2425	2	1	1934	4	1	2	416	1	 
2007	3	1	1684	2	1	1934	4	1	2	 	 	8
2008	4	1	1699	2	1	1934	4	1	2	 	 	8
2009	5	1	1858	2	1	1934	7	1	2	 	 	1
2010	6	1	2230	2	1	1934	7	1	2	 	 	10
2011	7	1	2148	2	1	1934	7	1	2	 	 	1
2012	8	1	1721	2	1	1934	7	1	2	 	 	10
2013	9	1	2054	2	1	1934	7	1	2	 	 	1
2014	10	1	2542	2	1	1934	7	1	2	 	 	10
2015	11	1	3113	2	2	1937	4	1	2	 	 	6
2016	12	1	3438	2	2	1937	4	1	2	 	 	6
2017	13	1	5035	2	2	1937	4	2	2	 	 	10
2018	14	1	3083	1	2	1937	4	2	2	 	 	9
2005	1	1	7101	5	1	1956	5	1	1	511	1	 
2006	2	1	12700	5	1	1956	5	1	1	511	1	 
2007	3	1	5742	3	1	1956	5	1	1	511	2	 
2008	4	1	6122	3	1	1956	5	1	1	510	1	 
2009	5	1	12937	5	1	1956	5	1	1	510	2	 
2010	6	1	16828	5	1	1956	5	1	1	510	2	 
2011	7	1	15906	5	1	1956	5	1	1	510	2	 
2012	8	1	22972	5	1	1956	5	1	1	151	2	 
2013	9	1	16844	5	1	1956	5	1	1	151	2	 
2014	10	1	89977	5	1	1956	5	1	1	151	2	 
2015	11	2	15873	6	1	1956	5	1	1	151	2	 
2016	12	2	24886	5	1	1956	5	1	1	151	2	 
2017	13	2	24710	4	1	1956	5	1	1	151	2	 
2005	1	1	2899	3	1	1932	4	1	2	 	 	8
2005	1	1	1874	2	1	1935	4	1	2	617	1	 
2006	2	1	981	2	1	1935	4	1	1	617	1	 
2007	3	1	1931	2	1	1935	4	1	2	617	1	 
2008	4	1	2685	2	1	1935	4	1	2	 	 	1
2009	5	1	1022	2	1	1935	4	1	2	 	 	10
2010	6	1	2067	2	1	1935	4	1	2	 	 	10
2011	7	1	1642	2	1	1935	4	1	2	 	 	10
2012	8	1	4224	2	1	1935	4	1	2	 	 	10
2013	9	1	3082	2	1	1935	4	1	2	 	 	9
2014	10	1	2699	2	1	1935	4	1	2	 	 	10
2015	11	1	2793	2	1	1935	4	1	2	 	 	10
2016	12	1	2979	2	1	1935	4	1	2	 	 	10
2017	13	1	2831	2	1	1935	4	1	2	 	 	10
2018	14	1	1999	2	1	1935	4	1	2	 	 	10
2005	1	1	1749	2	1	1936	4	1	1	 	 	1
2006	2	1	1109	2	1	1936	4	1	1	 	 	8
2007	3	1	1441	2	1	1936	4	1	1	 	 	8
2008	4	1	2079	2	1	1936	4	1	1	 	 	8
2009	5	1	3700	2	1	1936	4	1	2	 	 	10
2010	6	1	3295	2	1	1936	4	1	2	 	 	10
2011	7	1	3020	2	1	1936	4	1	2	 	 	10
2012	8	1	1887	2	1	1936	4	1	1	 	 	10
2013	9	1	1785	2	1	1936	4	1	1	 	 	10
2014	10	1	2022	2	1	1936	4	1	2	 	 	10
2015	11	1	3364	2	1	1936	4	1	2	 	 	10
2016	12	1	2065	2	1	1936	4	1	2	 	 	10
2017	13	1	2601	2	1	1936	4	1	1	 	 	10
2018	14	1	2550	2	1	1936	4	1	2	 	 	10
2005	1	1	5040	3	1	1973	5	1	1	511	3	 
2005	1	1	3480	5	1	1965	5	1	2	21	4	 
2005	1	1	2184	3	1	1957	4	1	2	941	1	 
2006	2	1	3831	3	1	1957	4	1	2	941	5	 
2007	3	1	3280	3	1	1957	4	1	2	941	2	 
2008	4	1	4086	3	1	1957	4	1	2	792	2	 
2009	5	1	5292	3	1	1957	4	1	2	792	7	 
2010	6	1	5007	3	1	1957	4	1	2	792	3	 
2011	7	1	5075	3	1	1957	4	1	2	792	5	 
2012	8	1	5877	3	1	1957	4	1	2	792	4	 
2013	9	1	4471	3	1	1957	4	1	2	773	5	 
2014	10	1	3940	3	1	1957	4	1	2	773	4	 
2015	11	1	6155	3	1	1957	4	1	2	773	8	 
